1,,
2,310,822
3,441,828
4,582,840
5,721,839
6,859,839
7,988,831
8,,
9,,
10,299,688
11,436,699
12,580,707
13,728,708
14,871,707
15,1004,706
16,,
17,,
18,295,546
19,433,553
20,582,560
21,735,563
22,881,566
23,1017,568
24,,
25,,
26,297,399
27,437,402
28,588,407
29,738,412
30,889,420
31,1026,424
32,,
33,,
34,304,254
35,444,254
36,593,256
37,745,264
38,892,271
39,1026,283
40,,
41,,
42,314,121
43,454,116
44,596,114
45,744,118
46,891,132
47,1022,148
48,,
